From [,) To,BucketLength,DailyRate,BucketRate
2023-06-15,2023-07-01,16,0.050578649338700016,0.05063198012653869
2023-07-01,2023-07-27,26,0.050578649338700016,0.050667575638447475
2023-07-27,2023-08-01,5,0.05306839879274583,0.05308404696013902
2023-08-01,2023-09-01,31,0.05236101456184457,0.05247541183449346
2023-09-01,2023-09-21,20,0.05236101456184457,0.05243342751864466
2023-09-21,2023-10-01,10,0.052940079907147754,0.052975126799640115
2023-10-01,2023-11-01,31,0.052747076923077,0.05286316854111052
2023-11-01,2023-11-02,1,0.052747076923077,0.05274707692306535
2023-11-02,2023-12-01,29,0.05269879341453161,0.05280693661438493
2023-12-01,2023-12-14,13,0.05269879341453161,0.05274510431462568
2023-12-14,2024-01-01,18,0.05204809364506054,0.05211210558797586
2024-01-01,2024-02-01,31,0.051958354114713216,0.05207099748520473
2024-02-01,2024-03-01,29,0.050664055299539115,0.050764003658045204
2024-03-01,2024-03-20,19,0.050409263974158236,0.05047284175742786
2024-03-20,2024-04-01,12,0.04936934945385143,0.049406603507831104
2024-04-01,2024-05-01,30,0.048955147058823624,0.04905179966886486
2024-05-01,2024-06-01,31,0.04713676470588226,0.04722946009811563
2024-06-01,2024-06-19,18,0.046263622159843365,0.04631419221076793
2024-06-19,2024-07-01,12,0.045050218934147956,0.04508123846121981
2024-07-01,2024-09-18,79,0.04317954913400257,0.04338215699699273
2024-09-18,2024-12-18,91,0.03930040444197758,0.03949409643983803
2024-12-18,2025-03-19,91,0.0361408022352272,0.036304559270516484
2025-03-19,2025-06-18,91,0.0341147053409685,0.03426059181415953
2025-06-18,2025-09-17,91,0.03300164963160768,0.033138159229208874
2025-09-17,2025-12-17,91,0.03232163315575853,0.03245256766134619
2025-12-17,2026-03-18,91,0.031788134808179436,0.031914777021920304
2026-03-18,2026-06-17,91,0.03147272048799721,0.03159685875216643
2026-06-17,2026-09-16,91,0.031276482310689246,0.03139907536636456
2026-09-16,2026-12-16,91,0.031248034130797464,0.03137040398647452
2026-12-16,2027-03-17,91,0.03129535335261835,0.031418094580070936
2027-03-17,2027-06-16,91,0.031403817977100346,0.03152741258741269
2027-06-16,2027-09-15,91,0.03157268089746701,0.03169760999456769
2027-09-15,2027-12-15,91,0.03186137014229651,0.031988597328244314
2027-12-15,2028-03-15,91,0.03224508713311813,0.03237540137614711
2028-03-15,2028-06-21,98,0.032572802323622696,0.03271615566037736
2028-06-21,2028-09-20,91,0.032871741488964545,0.033007177033493325
2028-09-20,2028-12-20,91,0.03318403413151039,0.033322058823528976
2028-12-20,2029-03-21,91,0.033494669630034224,0.033635294117647443
2029-03-21,2029-06-19,90,0.03385790571228675,0.03399999999999981
