From [,) To,BucketLength,DailyRate,BucketRate
2023-03-31,2023-04-01,1,0.048416939986278607,0.04841693998629104
2023-04-01,2023-05-01,30,0.04797813740327229,0.04807096831771584
2023-05-01,2023-05-04,3,0.04797813740327229,0.04798453185866691
2023-05-04,2023-06-01,28,0.04935841138391011,0.04944987951469391
2023-06-01,2023-06-15,14,0.04935841138391011,0.04940242341449011
2023-06-15,2023-07-01,16,0.04891746248226039,0.048967346569551706
2023-07-01,2023-07-27,26,0.04891746248226039,0.04900064030868734
2023-07-27,2023-08-01,5,0.04904395237379879,0.049057317023656566
2023-08-01,2023-09-01,31,0.04806600000000003,0.04816238854216136
2023-09-01,2023-09-21,20,0.04806600000000003,0.04812701618361359
2023-09-21,2023-10-01,10,0.04655200000000008,0.04657909795187721
2023-10-01,2023-11-01,31,0.046640000000000154,0.0467307506808743
2023-11-01,2023-11-02,1,0.046640000000000154,0.04664000000001778
2023-11-02,2023-12-01,29,0.044914270557029096,0.044992808949610226
2023-12-01,2023-12-14,13,0.044914270557029096,0.04494790747062648
2023-12-14,2024-01-01,18,0.04352421729611402,0.04356897403506643
2024-01-01,2024-02-01,31,0.043321428571428414,0.043399717369671215
2024-02-01,2024-03-01,29,0.04162499999999994,0.041692450639300965
2024-03-01,2024-03-20,19,0.041945958539049144,0.04198997418112343
2024-03-20,2024-04-01,12,0.039631398979838604,0.03965540379535781
2024-04-01,2024-06-19,79,0.038308773339945645,0.03846819434907565
2024-06-19,2024-09-18,91,0.034948269647347985,0.03510138297872343
2024-09-18,2024-12-18,91,0.032174699260467676,0.03230444444444447
2024-12-18,2025-03-19,91,0.030575882399483945,0.030693037974683715
2025-03-19,2025-06-18,91,0.02974417491476089,0.029855035971223215
2025-06-18,2025-09-17,91,0.029370696694570597,0.02947878787878751
2025-09-17,2025-12-17,91,0.02914318521995085,0.029249606299212333
2025-12-17,2026-03-18,91,0.02893528971146253,0.02904019607843084
2026-03-18,2026-06-17,91,0.028967933436385707,0.029073076923076552
2026-06-17,2026-09-16,91,0.029043951178007177,0.029149647887324413
2026-09-16,2026-12-16,91,0.02920906884842367,0.029315972222222642
2026-12-16,2027-03-17,91,0.02928857376907068,0.029396060606060384
2027-03-17,2027-06-16,91,0.029474874660344597,0.029583734939758705
2027-06-16,2027-09-15,91,0.029757460815300618,0.029868421052631298
2027-09-15,2027-12-15,91,0.0302352045712162,0.030349760765549814
2027-12-15,2028-03-15,91,0.03056521790507638,0.0306822916666662
2028-03-15,2028-06-21,98,0.030794117737844573,0.03092222222222251
2028-06-21,2028-09-20,91,0.03105814700461451,0.03117903225806404
2028-09-20,2028-12-20,91,0.03148728512653243,0.031611538461538906
2028-12-20,2029-03-21,91,0.0317495276881985,0.03187586206896531
2029-03-21,2029-06-19,90,0.032047712322142985,0.03217499999999962
