From [,) To,BucketLength,DailyRate,BucketRate
2023-05-22,2023-06-01,10,0.050595780122191195,0.05062779127999307
2023-06-01,2023-06-15,14,0.050595780122191195,0.05064202712845198
2023-06-15,2023-07-01,16,0.051586404436636764,0.05164188230123046
2023-07-01,2023-07-27,26,0.051586404436636764,0.05167891173850038
2023-07-27,2023-08-01,5,0.05133507539739881,0.05134971798501731
2023-08-01,2023-09-01,31,0.05188689819458375,0.05199923173600851
2023-09-01,2023-09-21,20,0.05188689819458375,0.051958005162569425
2023-09-21,2023-10-01,10,0.05102919612953542,0.05106175817191083
2023-10-01,2023-11-01,31,0.0510399014778325,0.05114859503534881
2023-11-01,2023-11-02,1,0.0510399014778325,0.05103990147781623
2023-11-02,2023-12-01,29,0.04923855656828322,0.04933295633216994
2023-12-01,2023-12-14,13,0.04923855656828322,0.04927898409713604
2023-12-14,2024-01-01,18,0.04735778129520087,0.04741077250848935
2024-01-01,2024-02-01,31,0.04735545454545459,0.04744901259856403
2024-02-01,2024-03-01,29,0.04539833333333334,0.04547857471238322
2024-03-01,2024-03-20,19,0.04542730853525079,0.04547893645357441
2024-03-20,2024-04-01,12,0.043149696268461636,0.043178153274268105
2024-04-01,2024-05-01,30,0.04311666666666667,0.04319162871600657
2024-05-01,2024-06-01,31,0.04085294117647067,0.04092255763784387
2024-06-01,2024-06-19,18,0.040023039258443305,0.040060883002279724
2024-06-19,2024-09-18,91,0.03755260851934672,0.037729430076628594
2024-09-18,2024-12-18,91,0.03445841255421911,0.03460725768321489
2024-12-18,2025-03-19,91,0.032412619889665706,0.032544293593551536
2025-03-19,2025-06-18,91,0.03127731560963909,0.03139991520633093
2025-06-18,2025-09-17,91,0.030994454432278218,0.031114843750000096
2025-09-17,2025-12-17,91,0.030974304249795637,0.031094536882972618
2025-12-17,2026-03-18,91,0.030933776011989877,0.031053693813974534
2026-03-18,2026-06-17,91,0.030982912250507866,0.03110321180555597
2026-06-17,2026-09-16,91,0.03110341383353976,0.031224652173913382
2026-09-16,2026-12-16,91,0.03129794276834019,0.031420704334364925
2026-12-16,2027-03-17,91,0.03148003423864232,0.03160423027989839
2027-03-17,2027-06-16,91,0.031772730851669095,0.03189925019731624
2027-06-16,2027-09-15,91,0.032113167290468425,0.03224241603466978
2027-09-15,2027-12-15,91,0.032532863449334926,0.03266551724137908
2027-12-15,2028-03-15,91,0.03296734586058392,0.03310357142857122
2028-03-15,2028-06-21,98,0.03343710540352873,0.0335881789137382
2028-06-21,2028-09-20,91,0.03385631813046075,0.03399999999999962
2028-09-20,2028-12-20,91,0.03420760251292343,0.03435428571428537
2028-12-20,2029-03-21,91,0.03462825330272423,0.03477857142857154
2029-03-21,2029-06-19,90,0.034321757920050544,0.03446777777777754
