From [,) To,BucketLength,DailyRate,BucketRate
2023-03-30,2023-04-01,2,0.04833959141067512,0.048342836849704085
2023-04-01,2023-05-01,30,0.0479490828149774,0.048041801260498396
2023-05-01,2023-05-04,3,0.0479490828149774,0.04795546952780505
2023-05-04,2023-06-01,28,0.04932589665957587,0.0494172442497092
2023-06-01,2023-06-15,14,0.04932589665957587,0.04936985070772972
2023-06-15,2023-07-01,16,0.04890168021160327,0.04895153210566827
2023-07-01,2023-07-27,26,0.04890168021160327,0.048984804346142975
2023-07-27,2023-08-01,5,0.048267183952294526,0.048280128582469224
2023-08-01,2023-09-01,31,0.04782961165048547,0.04792505384103327
2023-09-01,2023-09-21,20,0.04782961165048547,0.04789002891716665
2023-09-21,2023-10-01,10,0.04650616131441367,0.046533205917944194
2023-10-01,2023-11-01,31,0.046644000000000005,0.04673476625746296
2023-11-01,2023-11-02,1,0.046644000000000005,0.046644000000028996
2023-11-02,2023-12-01,29,0.04516021802002235,0.045239619397835384
2023-12-01,2023-12-14,13,0.04516021802002235,0.045194224414354306
2023-12-14,2024-01-01,18,0.044051879578132024,0.04409772846313942
2024-01-01,2024-02-01,31,0.043894117647058695,0.04397449124618311
2024-02-01,2024-03-01,29,0.04232647058823531,0.042396214982838985
2024-03-01,2024-03-20,19,0.04221774345546159,0.04226233152668416
2024-03-20,2024-04-01,12,0.041235447862185914,0.04126143553853989
2024-04-01,2024-06-19,79,0.039151317856660484,0.039317838452172564
2024-06-19,2024-09-18,91,0.03613835904613616,0.036302093908629096
2024-09-18,2024-12-18,91,0.03349275772971616,0.03363336614173226
2024-12-18,2025-03-19,91,0.031888513111208994,0.032015957446808026
2025-03-19,2025-06-18,91,0.030981502933684624,0.031101791530944205
2025-06-18,2025-09-17,91,0.0304954100242405,0.030611948955916336
2025-09-17,2025-12-17,91,0.030204058371836595,0.03031837837837825
2025-12-17,2026-03-18,91,0.02997538938648958,0.030087982832618352
2026-03-18,2026-06-17,91,0.029978803466867987,0.03009142259414276
2026-06-17,2026-09-16,91,0.030003169724039935,0.030115972222222617
2026-09-16,2026-12-16,91,0.030130326624249193,0.03024408848207503
2026-12-16,2027-03-17,91,0.03016982091992304,0.030283881578947163
2027-03-17,2027-06-16,91,0.030308465882633584,0.030423578595317722
2027-06-16,2027-09-15,91,0.030539681791372786,0.030656559766763923
2027-09-15,2027-12-15,91,0.030959578774716334,0.031079696969697257
2027-12-15,2028-03-15,91,0.03121237929563314,0.03133446969696921
2028-03-15,2028-06-21,98,0.031424076125059486,0.031557482993197244
2028-06-21,2028-09-20,91,0.03176700457509618,0.031893478260869204
2028-09-20,2028-12-20,91,0.03200753874184059,0.03213593749999995
2028-12-20,2029-03-21,91,0.03218754238175414,0.03231739130434775
2029-03-21,2029-06-19,90,0.03251893653011706,0.03265000000000029
